Date,SPY_Close,momentum_5d,actual_future_return,predicted_return,prediction_error,absolute_error,trading_signal
2005-01-10,80.96266174316406,-0.010806342024933802,-0.006890353109865521,0.0009892733426625213,0.007879626452528044,0.007879626452528044,BUY
2005-01-11,80.40480041503906,-0.0054694932242134175,0.0032995161316953237,0.0007808909538026213,-0.0025186251778927023,0.0025186251778927023,BUY
2005-01-12,80.67009735107422,0.004745214922497354,-0.00801213135631973,0.0003820478603218855,0.008394179216641614,0.008394179216641614,BUY
2005-01-13,80.02375793457031,-0.008347228047140054,0.005271204516328343,0.0008932548747789526,-0.00437794964154939,0.00437794964154939,BUY
2005-01-14,80.4455795288086,-0.001688790001893592,0.01040243782270811,0.0006332697641352312,-0.00976916805857288,0.00976916805857288,BUY
2005-01-18,81.28240966796875,0.003949325749924348,-0.010462416959581167,0.0004131241177242135,0.01087554107730538,0.01087554107730538,BUY
2005-01-19,80.43199920654297,0.00033827322950252814,-0.006090748173349425,0.0005541211327422312,0.006644869306091657,0.006644869306091657,BUY
2005-01-20,79.94210815429688,-0.009024275669448523,-0.006127500102117045,0.0009196908496728845,0.00704719095178993,0.00704719095178993,BUY
2005-01-21,79.45226287841797,-0.007141567340784194,-0.0019691823490510796,0.0008461786941475966,0.002815361043198676,0.002815361043198676,BUY
2005-01-24,79.29580688476562,-0.014292552192146535,0.00283129968268514,0.001125395768055836,-0.001705903914629304,0.001705903914629304,BUY
2005-01-25,79.52031707763672,-0.02167864606290615,0.002994371904828208,0.00141379289951,-0.001580579005318208,0.001580579005318208,BUY
2005-01-26,79.75843048095703,-0.008374387460595933,0.0017063166718274125,0.0008943153401710406,-0.000812001331656372,0.000812001331656372,BUY
2005-01-27,79.89452362060547,-0.0005952374135488325,0.0,0.0005905709526807174,0.0005905709526807174,0.0005905709526807174,BUY
2005-01-28,79.89452362060547,0.005566370625142092,0.00621623415347794,0.000349985046977812,-0.005866249106500128,0.005866249106500128,BUY
2005-01-31,80.39116668701172,0.013813590469391235,0.006347233865023227,2.7964424552565418e-05,-0.006319269440470662,0.006319269440470662,BUY
2005-02-01,80.90142822265625,0.017368028646957523,0.0030276562083879632,-0.00011082202905580985,-0.003138478237443773,0.003138478237443773,SELL
2005-02-02,81.14636993408203,0.017401789939389234,-0.0025994693314236317,-0.0001121402711553364,0.0024873290602682955,0.0024873290602682955,SELL
2005-02-03,80.93543243408203,0.013028537705782162,0.010675627893411255,5.8617563955698396e-05,-0.010617010329455556,0.010617010329455556,BUY
2005-02-04,81.79946899414062,0.0238432534197357,-0.0013303959662812614,-0.00036365340145185453,0.0009667425648294069,0.0009667425648294069,SELL
2005-02-07,81.69064331054688,0.01616442050896505,0.001165740636624113,-6.382599292822976e-05,-0.0012295666295523426,0.0012295666295523426,SELL
2005-02-08,81.78587341308594,0.010932380427147947,-0.007486866872428499,0.0001404640388059703,0.00762733091123447,0.00762733091123447,BUY
2005-02-09,81.17355346679688,0.00033499382334567507,0.003604465589807093,0.0005542491803063508,-0.0030502164095007425,0.0030502164095007425,BUY
2005-02-10,81.46614074707031,0.00655718141026207,0.00860157352595503,0.0003112978879405194,-0.00829027563801451,0.00829027563801451,BUY
2005-02-11,82.16687774658203,0.004491578697995324,-0.0007450479243906738,0.00039195133039134013,0.001136999254782014,0.001136999254782014,BUY
2005-02-14,82.10565948486328,0.0050803391612270765,0.0037286676250607442,0.000368962612446411,-0.0033597050126143333,0.0033597050126143333,BUY
2005-02-15,82.41180419921875,0.007653287297811673,0.0006609960488359601,0.00026849938046544236,-0.0003924966683705177,0.0003924966683705177,BUY
2005-02-16,82.46627807617188,0.015925440665890855,-0.008085839419299856,-5.449479535290353e-05,0.008031344623946952,0.008031344623946952,SELL
2005-02-17,81.79946899414062,0.004091617008165516,0.0013313286611538189,0.0004075682188383067,-0.0009237604423155122,0.0009237604423155122,BUY
2005-02-18,81.90837097167969,-0.0031461189957786573,-0.01486825410161463,0.0006901725748462209,0.015558426676460851,0.015558426676460851,BUY
2005-02-22,80.69053649902344,-0.01723538906719002,0.007166704329598206,0.0012403016612045773,-0.0059264026683936285,0.0059264026683936285,BUY
2005-02-23,81.2688217163086,-0.013869159812921472,0.006613364335766869,0.0011088640058301408,-0.005504500329936728,0.005504500329936728,BUY
2005-02-24,81.80628204345703,-0.008003223233928658,0.00989730672278033,0.0008798228763407323,-0.009017483846439599,0.009017483846439599,BUY
2005-02-25,82.6159439086914,0.009981420718137679,-0.006588363798694097,0.0001775951742892027,0.0067659589729833,0.0067659589729833,BUY
2005-02-28,82.07164001464844,0.0019933132722809166,0.0049737415376023275,0.0004894985041741522,-0.004484243033428176,0.004484243033428176,BUY
2005-03-01,82.47984313964844,0.022174925564494963,-0.000494598086098752,-0.0002985119374797721,0.0001960861486189799,0.0001960861486189799,SELL
2005-03-02,82.43904876708984,0.014399458809262189,0.00041284718240830465,5.08863234289776e-06,-0.0004077585500654069,0.0004077585500654069,BUY
2005-03-03,82.47308349609375,0.008150981024690696,0.012456253112883786,0.00024906645073476715,-0.01220718666214902,0.01220718666214902,BUY
2005-03-04,83.5003890991211,0.010705502456126226,0.0004892840399384202,0.00014932270716000196,-0.0003399613327784182,0.0003399613327784182,BUY
2005-03-07,83.54124450683594,0.017906361953108352,-0.0037458728001433794,-0.00013184177020407234,0.0036140310299393073,0.0036140310299393073,SELL
2005-03-08,83.22830963134766,0.009074538253327935,-0.011118168548784113,0.0002130052714249319,0.011331173820209045,0.011331173820209045,BUY
2005-03-09,82.30296325683594,-0.0016507409084544067,0.0022320042226204873,0.0006317841007258162,-0.001600220121894671,0.001600220121894671,BUY
2005-03-10,82.48666381835938,0.00016466369013912185,-0.007010743554292875,0.0005608998840039365,0.0075716434382968115,0.0075716434382968115,BUY
2005-03-11,81.90837097167969,-0.019065996513520034,0.006229383412317491,0.00131177948772263,-0.00491760392459486,0.00491760392459486,BUY
2005-03-14,82.41860961914062,-0.013438091499863303,-0.008254918274679834,0.0010920325293931948,0.00934695080407303,0.00934695080407303,BUY
2005-03-15,81.73825073242188,-0.017903269999425264,-0.008489959860349394,0.0012663797138776022,0.009756339574226997,0.009756339574226997,BUY
2005-03-16,81.04429626464844,-0.015293094469268187,0.0020149420511175187,0.001164462902547971,-0.0008504791485695476,0.0008504791485695476,BUY
2005-03-17,81.20759582519531,-0.015506361076508601,-0.0029692667503566916,0.0011727901021258954,0.004142056852482587,0.004142056852482587,BUY
2005-03-18,80.96646881103516,-0.011499461525980026,-0.0037116828114032163,0.0010163368595030018,0.004728019670906218,0.004728019670906218,BUY
2005-03-21,80.66594696044922,-0.021265375220360094,-0.0101606471625445,0.0013976563424083137,0.011558303504952815,0.011558303504952815,BUY
2005-03-22,79.84632873535156,-0.023146103325158096,0.0008552767739087308,0.001471091178190219,0.0006158144042814882,0.0006158144042814882,BUY
2005-03-23,79.91461944580078,-0.013939004605070804,0.0011964215424997704,0.0011115911628437583,-8.483037965601207e-05,8.483037965601207e-05,BUY
2005-03-24,80.0102310180664,-0.014744492740633719,0.0014510206395457192,0.0011430422209783358,-0.00030797841856738343,0.00030797841856738343,BUY
2005-03-28,80.12632751464844,-0.01037641024394298,-0.006649103559804637,0.0009724862432120805,0.007621589803016717,0.007621589803016717,BUY
2005-03-29,79.59355926513672,-0.013294180948973389,0.014159998473997515,0.0010864134036700647,-0.013073585070327451,0.013073585070327451,BUY
2005-03-30,80.7206039428711,0.010949472835717788,-0.0018619666469790186,0.00013979664929164262,0.0020017632962706614,0.0020017632962706614,BUY
2005-03-31,80.57030487060547,0.008204824465808613,-0.0044926803257910874,0.00024696408184564394,0.004739644407636731,0.004739644407636731,BUY
2005-04-01,80.20832824707031,0.0024758987254913656,0.0017027382877650155,0.00047065549150430535,-0.0012320827962607102,0.0012320827962607102,BUY
2005-04-04,80.34490203857422,0.0027278739798204388,0.004760816361878195,0.0004608168756110491,-0.004299999486267146,0.004299999486267146,BUY
2005-04-05,80.72740936279297,0.014245500617446227,0.0034692035414456424,1.1100077859366305e-05,-0.003458103463586276,0.003458103463586276,BUY
2005-04-06,81.0074691772461,0.003553804361746682,0.005395933304896738,0.00042856763032710397,-0.004967365674569634,0.004967365674569634,BUY
2005-04-07,81.444580078125,0.010851084762849128,-0.01039905559702281,0.00014363830612421503,0.010542693903147025,0.010542693903147025,BUY
2005-04-08,80.5976333618164,0.004853674465660207,0.0007627725352286063,0.0003778129532554013,-0.000384959581973205,0.000384959581973205,BUY
2005-04-11,80.65911102294922,0.00391075197557833,0.00516602534337629,0.00041463026780372877,-0.0047513950755725615,0.0047513950755725615,BUY
2005-04-12,81.07579803466797,0.004315618135462884,-0.011795026652979268,0.00039882187961145143,0.01219384853259072,0.01219384853259072,BUY
2005-04-13,80.1195068359375,-0.010961487259473768,-0.01304270735092683,0.0009953311374026128,0.014038038488329442,0.014038038488329442,BUY
2005-04-14,79.07453155517578,-0.029100138040809687,-0.013993593682717798,0.0017035721840667165,0.015697165866784515,0.015697165866784515,BUY
2005-04-15,77.9679946899414,-0.03262674798489562,0.003066024973430448,0.001841272057562572,-0.0012247529158678759,0.0012247529158678759,BUY
2005-04-18,78.20704650878906,-0.030400341425316335,0.007947708041769364,0.0017543398743993805,-0.006193368167369983,0.006193368167369983,BUY
2005-04-19,78.82861328125,-0.027717084603435804,-0.013950239561201894,0.001649569533820758,0.015599809095022652,0.015599809095022652,BUY
2005-04-20,77.72893524169922,-0.029837572504452736,0.019419641783585018,0.0017323660211978743,-0.017687275762387142,0.017687275762387142,BUY
2005-04-21,79.2384033203125,0.002072370988658534,-0.0037928213692054458,0.00048641161968262364,0.0042792329888880695,0.0042792329888880695,BUY
2005-04-22,78.9378662109375,0.012439354440921813,0.006576398843903819,8.16227905964273e-05,-0.006494776053307391,0.006494776053307391,BUY
2005-04-25,79.45699310302734,0.01598253162645391,-0.009714355451637235,-5.672396675885196e-05,0.009657631484878384,0.009657631484878384,SELL
2005-04-26,78.68511962890625,-0.0018203244528961493,0.003906659054575101,0.0006384056531477865,-0.0032682534014273146,0.0032682534014273146,BUY
2005-04-27,78.99251556396484,0.01625624123547431,-0.012537538487422895,-6.741122141254972e-05,0.012470127266010345,0.012470127266010345,SELL
2005-04-28,78.00214385986328,-0.015601771472498971,0.013572319830686963,0.0011765154927039193,-0.012395804337983044,0.012395804337983044,BUY
2005-04-29,79.0608139038086,0.0015575249088004561,0.005615450629032459,0.0005065142795146765,-0.0051089363495177825,0.0051089363495177825,BUY
2005-05-02,79.50477600097656,0.0006013680619307848,0.001718669782215354,0.0005438483422388362,-0.0011748214399765178,0.0011748214399765178,BUY
2005-05-03,79.64141845703125,0.012153490172412296,0.007718158095405991,9.278463560759948e-05,-0.007625373459798392,0.007625373459798392,BUY
2005-05-04,80.256103515625,0.015996299682809356,-0.00034023085885337423,-5.726155374706076e-05,0.00028296930510631347,0.00028296930510631347,SELL
2005-05-05,80.22879791259766,0.028546062230478286,-0.0031498469581197064,-0.0005472790897422264,0.0026025678683774802,0.0026025678683774802,SELL
2005-05-06,79.97608947753906,0.011576854936556247,0.006234411110345839,0.00011529991240019958,-0.006119111197945639,0.006119111197945639,BUY
2005-05-09,80.47469329833984,0.012199484686949758,-0.01035449539670108,9.098873559775211e-05,0.010445484132298831,0.010445484132298831,BUY
2005-05-10,79.64141845703125,0.0,0.005488774528775497,0.0005673293359878572,-0.00492144519278764,0.00492144519278764,BUY
2005-05-11,80.07855224609375,-0.0022123086189536068,-0.011003371171038001,0.0006537110515145686,0.01165708222255257,0.01165708222255257,BUY
2005-05-12,79.19741821289062,-0.012855479909229528,-0.0019838035775320284,0.0010692839000864503,0.003053087477618479,0.003053087477618479,BUY
2005-05-13,79.0403060913086,-0.011700789477751106,0.009333327284410275,0.001024197902807932,-0.008309129381602344,0.008309129381602344,BUY
